OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
189594,14/05556/F,"Central Bodyshop807 Bath RoadBrislingtonBristolBS4 5NL",Re-roofing/over cladding of existing cementitious roof with metal sheet cladding and installation of vertical sheet metal cladding to front gable elevation over flat roof area and reinstatement of existing signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1546625024,0,0,189594
189595,14/05554/F,"8 Chaundey GroveBristolBS13 9QX",Erection of a detached 2-bed bungalow and associated works.,GRANTED subject to condition(s),GRANTED subject to condition(s),337025024,0,0,189595
189597,14/05789/LA,"58 Granby HillBristolBS8 4LS",Change internal layout on upper floors.,GRANTED subject to condition(s),GRANTED subject to condition(s),-354174976,0,0,189597
189600,15/00747/F,"83 St Andrews RoadMontpelierBristolBS6 5EJ","Proposed single storey, rear porch extension to the upper ground floor flat.",GRANTED subject to condition(s),GRANTED subject to condition(s),1164690432,0,0,189600
189601,15/00598/F,"32 Ashley RoadBristolBS6 5NP","The retention of an ATM, which has been installed through the glazed shopfront, a new matching vertical glazing mullion and modifications to the security roller shutter, which allows the constant accessibility to the ATM.",GRANTED subject to condition(s),GRANTED subject to condition(s),2003657728,0,0,189601
189602,15/00778/F,"1-2 Salisbury StreetSt GeorgeBristolBS5 8EE",Conversion of building into two separate dwellings with associated external alterations.,GRANTED subject to condition(s),GRANTED subject to condition(s),-563309568,0,0,189602
189604,15/00796/F,"10 Ermine WayBristolBS11 9PE",Erection of 2 No. 3 bedroom semi-detached dwellings with all associated bin and bicycle storage.,GRANTED subject to condition(s),GRANTED subject to condition(s),-451876864,0,0,189604
189605,15/00645/FB,"Riverwood HouseConham RoadBristolBS15 3NY",Construct a section of riverside path to bypass Conham Road. Proposed new path constructed through the woods just above Conham Road.,GRANTED subject to condition(s),GRANTED subject to condition(s),-203978752,0,0,189605
189606,15/00801/H,"Clifton BankClifton DownBristolBS8 3HT",Proposed detached domestic garage and store.,GRANTED subject to condition(s),GRANTED subject to condition(s),214290432,0,0,189606
189608,15/00802/LA,"Clifton BankClifton DownBristolBS8 3HT",Proposed detached domestic garage and store.,GRANTED subject to condition(s),GRANTED subject to condition(s),214290432,0,0,189608
189609,15/00839/F,"Reservoir Site Adjacent ToKneller Close/Tufton AvenueKings Weston LaneBristolBS11 0LE",Construction of 14 no. three-bedroom dwellings. (Major application),GRANTED subject to condition(s),GRANTED subject to condition(s),-1684080640,0,0,189609
189614,15/02208/A,"County GatesAshton RoadBristol",Installation of 2 No signs with LED overhead trench lighting.,GRANTED subject to condition(s),GRANTED subject to condition(s),412123136,0,0,189614
189615,15/02205/H,"13 Beckington RoadBristolBS3 5DZ",Double storey rear and side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1056676864,0,0,189615
189616,15/02209/H,"23 AshcottBristolBS14 0AG",Proposed single storey lounge extension and detached garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),498523136,0,0,189616
189617,15/02222/H,"52 Redland Court RoadBristolBS6 7EH",Erection of cycle shed in front garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),1794523136,0,0,189617
189618,15/02230/X,"Thomas Chattertons HouseRedcliffe WayBristolBS1 6NL","Variation/removal of condition application relating to app. no. 12/01637/FB - Change of use from residential to a cafe/restaurant (Use Class A3) - amendment to conditions 3 (cycle parking provision), 4 ( extract/ventilation system) and 6 (opening hours).",GRANTED subject to condition(s),GRANTED subject to condition(s),671323136,0,0,189618
189622,15/02239/LA,"Third Floor Flat10 Aberdeen RoadBristolBS6 6HT","Internal alteration to create second bedroom, including removal and replacement of stud partition walls. Replacement of windows to front and rear elevation.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1982044160,0,0,189622
189623,15/02236/H,"The Old Barn22 Luccombe HillBristolBS6 6SN","Removal of timber panelled front and replace with rendered elevations, summer room at second floor enlarged and roofed with tiled pitched roof and removal of crows nest staircase enclosure.",GRANTED subject to condition(s),GRANTED subject to condition(s),1967323136,0,0,189623
189624,15/02237/F,"Top Floor Flat10 Aberdeen RoadBristolBS6 6HT",Replacement of windows to top floor flat.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1982044160,0,0,189624
189625,15/02224/H,"15 Norton Farm RoadBristolBS10 7DE",Conservatory to rear of property.,GRANTED subject to condition(s),GRANTED subject to condition(s),757723136,0,0,189625
189628,15/02248/X,"83 Staple Hill RoadBristolBS16 5AB","Application for variation of condition no.8 of permission 13/03607/F - Change of use from ground floor commercial accommodation (Use Class A1) to residential (Use Class C3) with associated minor internal and external alterations. The new residential accommodation will facilitate the provision of 2no. two bedroom self-contained flats - now proposed revised design to front elevation and alterations to interior layout.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1809244160,0,0,189628
189630,15/02232/F,"28 Baldwin StreetBristolBS1 1NG","Change of use of first and second floors from a comedy club to 12 no. dwellings (Use Class C3); change of use of existing comedy club access and lobby space on ground floor to form part of the existing ground floor unit; external alterations to the building (Major application).",GRANTED subject to condition(s),GRANTED subject to condition(s),710086656,0,0,189630
189634,15/02251/F,"4 Ducie RoadBristolBS5 0AT","Demolition of existing single storey ancillary office wing, construction of new two storey office extension and penthouse floor including meeting room and roof terrace.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1377244160,0,0,189634
189635,15/02346/F,"Ground Floor Flat32A West ParkBristolBS8 2LT","Subdivision of existing ground floor flat into 2 separate flats, with external bin storage, provision of rear first floor terrace and other external works.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1179411456,0,0,189635
189636,15/02347/H,"12 Wellington LaneBristolBS6 5PY",Proposed loft conversion hip to gable and two dormer windows in rear pitch.,GRANTED subject to condition(s),GRANTED subject to condition(s),1819555840,0,0,189636
189637,15/02348/H,"8 Tetbury RoadBristolBS15 8AS",Construction of two-storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),584923136,0,0,189637
189640,15/02279/VP,"Brunel CentreAshley Down RoadBristolBS7 9BU","Maples (T1 & T2) - fell; 6 x Sycamores (behind cricket seating) - reduce overhang into college, crown lift & thin crowns by 10%; Maple (T3) (adj. to green box) - crown lift and thin by 10%;  Maple (T4) (last in line (see photo submitted)) - crown lift to first main branches on stem, thin by 10% and reduce off College roof. TPO 671 and 1196",GRANTED,GRANTED,1276123136,0,0,189640
189641,15/02352/VP,"The BarnGrove RoadCoombe DingleBristolBS9 2RQ",T1 Cedar - Reduce height by approx 2.5m. Reshape crown to cut tree away from The Barn. Remove lowest limb growing over the Barn. Thin crown by approx 20%.  (Protected by Tree Preservation Order 853).,GRANTED,GRANTED,1621723136,0,0,189641
189664,14/01054/F,"Union GateUnion StreetNew BroadmeadBristolBS1 2DL",Conversion of redundant office and storage space associated with the ground floor retail use to 10 residential (Use Class C3) units with mansard roof extension (Major Application).,GRANTED subject to condition(s),GRANTED subject to condition(s),-1231905792,0,0,189664
189665,15/00825/F,"77 - 79 Stokes CroftBristolBS1 3RD","Erection of third floor (roof top) extension (for B1a office use) with associated internal and external alterations including roof-top solar PV panels and retrospective application for the use of the upper ground, first, second and third floors as B1a office use.",GRANTED subject to condition(s),GRANTED subject to condition(s),1016923136,0,0,189665
189666,15/00938/F,"Churchill HallStoke Park RoadBristolBS9 1JG","Installation of new aluminium windows, aluminium guttering andf PVC soil and vent pipes",GRANTED subject to condition(s),GRANTED subject to condition(s),-1254509568,0,0,189666
189668,15/00502/F,"Land Between M5 And M49Lawrence Weston RoadBristol","Erection of two electrically separate utility scale ground mounted solar photovoltaic electricity generators (solar parks) each of 4.2MWp capacity. The solar parks will consist of rows of framework mounted solar panels and ancillary electrical services buildings and enclosures; CCTV and weather sensor masts; access trackways; and security fencing and access gates with a perimeter security alarm system (Major Application).The solar parks will be set within existing hedgerow and drainage ditch field boundaries. A temporary 25 year operational planning consent is sought with no change of use.",GRANTED subject to condition(s),GRANTED subject to condition(s),-19876864,0,0,189668
189673,15/01092/F,"487A Gloucester RoadHorfieldBristolBS7 8UA",Demolition of commercial buildings and construction of 5 No 1-bedroom flats and 1No 2-bedroom flat.,GRANTED subject to condition(s),GRANTED subject to condition(s),1683090432,0,0,189673
189676,15/01121/F,"Clifton Down StationWhiteladies RoadBristolBS8 2PH","Proposed conversion of the nightclub on the first floor and erection of second floor extension to provide 14 No1,2  3 bedroom residential units (Use Class C3); new entrance to residential and commercial floorspace; changes to the appearance of the existing ground floor retail units; refuse/recycling and cycle space provision and associated works. (Major)",GRANTED subject to condition(s),GRANTED subject to condition(s),634988544,0,0,189676
189678,15/01243/H,"4 Church LaneCliftonBristolBS8 4TX",Single storey extension and demolition of existing ground floor bathroom,GRANTED subject to condition(s),GRANTED subject to condition(s),-44909568,0,0,189678
189679,15/01334/H,"213 Ashton DriveBristolBS3 2PY",Rear extension to provide accessible sanitary facility.,GRANTED subject to condition(s),GRANTED subject to condition(s),214290432,0,0,189679
189680,15/01304/F,"The Brigade CentreGarnet StreetBristolBS3 3JS",New nursery school and community venue.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1525011456,0,0,189680
189681,15/01263/H,"127 Lake RoadBristolBS10 5JG",Single storey rear and side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),559890432,0,0,189681
189682,15/01375/H,"2 Lancashire RoadBristolBS7 9DL",Single storey rear extension to enlarge the kitchen.,GRANTED subject to condition(s),GRANTED subject to condition(s),41490432,0,0,189682
189687,15/01367/H,"103 Abbey RoadBristolBS9 3QJ",Rear single and first floor extension and removal of garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1855890432,0,0,189687
189688,15/02851/VP,"6 Hill ViewHenleazeBristolBS9 4PZ","T1 - Pine - Reduce crown height by 2m and spread by 2m to make the tree smaller and keep the natural form. (Protected by Tree Preservation Order 423).",GRANTED,GRANTED,1794523136,0,0,189688
189690,15/02656/F,"38 Carnarvon RoadBristolBS6 7DS",Conversion of coach house to residential accommodation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2104778752,0,0,189690
189692,15/02799/F,"46 Ralph RoadBristolBS7 9QP","Proposed change of use from dwellinghouse to 2no self-contained flats, including the provision of a single-storey rear extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),1671788544,0,0,189692
189693,15/03250/VP,"Chestnut CourtVicarage RoadBedminster DownBristolBS13 7DB",Horse Chestnut (Aesculus Hippocastanum) (T1) - remove sucker growth and prune back from the building to provide a 1 metre clearance.  (Protected by Tree Preservation Order 601).,GRANTED,GRANTED,-1809244160,0,0,189693
189694,15/02797/H,"63 Lake RoadBristolBS10 5HZ",Demolition of existing garage. Construction of single storey extensions to side and rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),350755840,0,0,189694
189699,15/03255/VP,"Henleaze Junior SchoolPark GroveBristolBS9 4LG","Robinia (T5) - remove decaying limb extending over entrance to site, remove epicormic growth at base; Lime T6) - crown lift to clear 5m; Lime (T10) - remove epicormic growth as close to ground as possible; and Ash (T9) - crown lift to clear decking by 2.5m (Trees all protected by Tree Preservation Order 442).",GRANTED,GRANTED,-1463644160,0,0,189699
